eccentricity,omega,best_time_shift,best_phase_shift,mismatch
0.00147429964817064,11.568894071109943,-182.0,-0.42395217602068114,0.05522150344867505
0.0015848721217834381,11.568887908639992,-182.0,-0.42440389026763864,0.055225669200943295
0.0016954445953962362,11.568881968472585,-182.0,-0.4248736312783881,0.05523129356154932
0.0018060170690090342,11.56887598937261,-182.0,-0.42538651967597224,0.05523750668929717
0.001916589542621832,11.568869378609579,-182.0,-0.42587208333459614,0.055243555573866066
0.00202716201623463,11.568862263851047,-182.0,-0.42643011782964707,0.05524962257982735
0.002137734489847428,11.568854431797996,-182.0,-0.4268869795777218,0.05525737138649656
0.002248306963460226,11.56884650534026,-182.0,-0.4273404283686713,0.05526528627639349
0.002358879437073024,11.568838702994507,-182.0,-0.42785405196300214,0.05527185062804996
0.002469451910685822,11.5688302072982,-182.0,-0.4283693077258958,0.05528043376958336
0.00258002438429862,11.568821983706892,-182.0,-0.4288619156787587,0.0552892579336941
0.002690596857911418,11.568812465874235,-182.0,-0.42935502224365274,0.05529830984264683
0.002801169331524216,11.568803435966108,-182.0,-0.4298953430209597,0.055309726931410896
0.002911741805137014,11.568793434500137,-182.0,-0.43045707335883926,0.05531861782019587
0.003022314278749812,11.568783294771444,-182.0,-0.43094959187628623,0.05532869118784267
0.0031328867523626102,11.568773398861591,-182.0,-0.43157933079479177,0.055339343894794446
0.0032434592259754083,11.568762893790616,-182.0,-0.43210773701506383,0.05535129960713603
0.0033540316995882063,11.56875187475384,-182.0,-0.4326594992062889,0.055362939491615415
0.003464604173201004,11.568740065099488,-182.0,-0.4331728770084713,0.05537587889246354
0.003575176646813802,11.56872799175371,-182.0,-0.4337086060524382,0.05538766634043468
0.0036857491204266,11.568715753604753,-182.0,-0.4342154979615414,0.055401804874277705
