eccentricity,omega,best_time_shift,best_phase_shift,mismatch
0.21623103347251238,0.032500382623957894,-18.0,-2.050031960521875,0.06518836953734342
0.2324483609829508,0.032500382623957894,-20.0,-2.968021848165498,0.09473787092460917
0.24866568849338924,0.032500382623957894,-21.0,2.3373916943263273,0.1357056676031443
0.2648830160038277,0.032500382623957894,-21.0,1.309371274937709,0.18719697238425625
0.2811003435142661,0.032500382623957894,-19.0,0.16726325467234632,0.2461649611347385
0.2973176710247045,0.032500382623957894,-15.0,-1.1246707041889368,0.30467570437017244
0.31353499853514294,0.032500382623957894,-9.0,-2.623832436513709,0.34992639480010146
0.32975232604558136,0.032500382623957894,-3.0,1.9925214515987397,0.3721914425381958
0.34596965355601983,0.032500382623957894,0.0,0.22854887033875915,0.3790555613990948
0.3621869810664582,0.032500382623957894,-2.0,-1.5403579324150722,0.3907647657704072
0.37840430857689666,0.032500382623957894,-10.0,-3.1103807420207645,0.4130614108086783
0.3946216360873351,0.032500382623957894,-19.0,1.6936706836779014,0.43340574688979416
0.4108389635977735,0.032500382623957894,-28.0,0.4837038337517838,0.4329387526698535
0.42705629110821197,0.032500382623957894,-38.0,-0.36855307944611876,0.4099131831744406
0.44327361861865033,0.032500382623957894,-44.0,-1.2507409842297996,0.3921867661050299
0.4594909461290888,0.032500382623957894,-44.0,-2.2882510670259757,0.4060016844276687
0.4757082736395272,0.032500382623957894,-38.0,2.77496073620088,0.4555120420517871
0.49192560114996564,0.032500382623957894,-30.0,1.6756424958856178,0.5273718071815034
0.508142928660404,0.032500382623957894,-24.0,1.0389048837627206,0.6089808425546517
0.5243602561708425,0.032500382623957894,-26.0,1.5848812821960805,0.6750520811134767
0.540577583681281,0.032500382623957894,-56.0,-1.4021919611717553,0.611568633399587
