eccentricity,omega,best_time_shift,best_phase_shift,mismatch
0.01625400618936264,9.92017670453849,-3.0,2.925635943981961,0.0007382248769338684
0.01747305665356484,9.919675016220882,-3.0,2.922195744654294,0.0007301597468426513
0.01869210711776704,9.919163607774708,-3.0,2.917729505375092,0.0007302264912774081
0.019911157581969235,9.918608607744945,-4.0,2.9383515359865666,0.0007306295937863361
0.021130208046171432,9.918026827263018,-4.0,2.9332416912244654,0.0007388244465458271
0.022349258510373633,9.917392533965106,-4.0,2.9284394563194405,0.0007566180719608129
0.02356830897457583,9.916728445942635,-4.0,2.923378871914947,0.0007847163753585962
0.02478735943877803,9.916041293305017,-4.0,2.917535161094203,0.0008232291868761621
0.026006409902980226,9.915319463092866,-4.0,2.911306116508131,0.0008730005649058015
0.027225460367182423,9.914542191204678,-5.0,2.9307750665922327,0.0009308945460236862
0.028444510831384624,9.913731521302925,-5.0,2.9247562319002194,0.000990349305959648
0.02966356129558682,9.91291635717078,-5.0,2.9173798855941953,0.0010621412562791255
0.03088261175978902,9.912040195199094,-5.0,2.9105221127120497,0.0011478971999979715
0.03210166222399122,9.911148507791749,-5.0,2.9029196199593357,0.001247287875173142
0.033320712688193414,9.910199467988523,-6.0,2.9207282516659965,0.0013560110318211471
0.03453976315239561,9.909223801402318,-6.0,2.912956468495606,0.0014678916509431872
0.035758813616597815,9.90820675282974,-6.0,2.90506179847688,0.0015961373271528023
0.036977864080800005,9.90716287863729,-6.0,2.8967829676200996,0.0017415760253687296
0.03819691454500221,9.906085780410256,-7.0,2.9130521314475173,0.0018993974737184782
0.039415965009204405,9.904966237654634,-7.0,2.904356454426572,0.0020600206353218464
0.0406350154734066,9.903806525729046,-7.0,2.895475427942266,0.0022405225967913056
