eccentricity,omega,best_time_shift,best_phase_shift,mismatch
0.03959417924584152,13.830462189479858,26.0,3.139674229156647,0.05038013126186691
0.042563742689279635,13.82796975686435,24.0,3.1397673332454152,0.052743777320355956
0.04553330613271775,13.825226727622107,23.0,3.139767668451881,0.0551970884327061
0.04850286957615586,13.822283787075081,22.0,3.1397715066195113,0.05836412592750062
0.05147243301959398,13.819188318205937,20.0,3.1398427205778416,0.061885594734917504
0.05444199646303209,13.81594440719172,19.0,3.1398351054969105,0.06635324108867402
0.057411559906470205,13.812479993385097,17.0,3.1399331881867347,0.07156128564730713
0.06038112334990832,13.808815672350581,16.0,3.139842568035675,0.0766854529555846
0.06335068679334643,13.805019217650484,14.0,3.1399357574802473,0.0834785974422475
0.06632025023678455,13.80098115253167,12.0,3.140013382170091,0.09074280729419204
0.06928981368022266,13.796749321405345,10.0,3.140106570900114,0.09917187797967186
0.07225937712366078,13.79233969251892,8.0,3.1401369146292746,0.1080265033074086
0.07522894056709889,13.787766034695126,7.0,3.1400167620803603,0.11901423109167508
0.078198504010537,13.782972278946785,5.0,3.1400591189069016,0.13047376550168943
0.08116806745397512,13.778026559785017,2.0,3.140238361146493,0.14236233440556756
0.08413763089741323,13.772889884503394,0.0,3.140320106804204,0.15754885970125465
0.08710719434085135,13.718273617496404,21.0,3.13967443842154,0.03664108459352711
0.09007675778428946,13.709911330209787,20.0,3.1396881549737143,0.03791763562122319
0.09304632122772757,13.701127666606856,19.0,3.1397031107175986,0.03920115060338103
0.09601588467116569,13.69205189130562,18.0,3.1397001622064775,0.04052705718871785
0.0989854481146038,13.682562600699262,16.0,3.139813593122333,0.041714462407213215
