eccentricity,omega,best_time_shift,best_phase_shift,mismatch
0.01539433321657488,8.73785374502136,-23.0,0.0008260889065052874,0.03422928402823244
0.016548908207817997,8.73747881121765,-23.0,0.0008258567873581754,0.03434434540456455
0.01770348319906111,8.737058293274318,-23.0,0.0008258381968264382,0.03441139859235265
0.018858058190304228,8.736609121215292,-23.0,0.0008258435714163382,0.03451715262209265
0.02001263318154734,8.736143788158287,-24.0,0.0008260637569692379,0.034608311396671865
0.02116720817279046,8.735640715027007,-24.0,0.0008262292728928881,0.034685548249284937
0.022321783164033576,8.735127971203665,-24.0,0.0008262780147456501,0.0348988970823908
0.02347635815527669,8.734560300772127,-25.0,0.0008264319107904668,0.035000188680292865
0.024630933146519807,8.733983411064772,-25.0,0.0008267711679262503,0.03512997210247315
0.025785508137762925,8.733362087473497,-25.0,0.0008272673974065904,0.03524786666477875
0.02694008312900604,8.732727190811026,-26.0,0.0008271677339041282,0.03547990592919614
0.028094658120249156,8.732060830781355,-26.0,0.0008278319358876028,0.03561314727967313
0.029249233111492273,8.731369847829143,-26.0,0.000828285372975494,0.03585727688134388
0.030403808102735387,8.730637360116196,-27.0,0.0008282771970988355,0.03602569114504983
0.0315583830939785,8.729894853394493,-27.0,0.0008291509307447658,0.03627439966737134
0.03271295808522162,8.729095079505647,-27.0,0.0008302285881665838,0.03646991529292842
0.033867533076464736,8.728299584528841,-28.0,0.0008301606010938347,0.036724070976504986
0.03502210806770785,8.727460509595812,-28.0,0.0008314098567364552,0.037016042264742643
0.03617668305895097,8.726586789430216,-29.0,0.0008313260116134901,0.03722245452725981
0.037331258050194084,8.72569642416963,-29.0,0.000832851781905421,0.03755070872524291
0.0384858330414372,8.72477118227596,-30.0,0.0008326347346531215,0.037832743658167245
