eccentricity,omega,best_time_shift,best_phase_shift,mismatch
0.12172659271771563,33.968116886123,-35.0,2.2041162245937667,0.46959967520788304
0.1308560871715443,33.968116886123,-35.0,1.9589928194017308,0.490260614300261
0.13998558162537297,33.968116886123,-36.0,1.7992122524728793,0.5109845930546506
0.14911507607920166,33.968116886123,-37.0,1.6268375623807347,0.5315077648068519
0.15824457053303032,33.968116886123,-37.0,1.352896640840729,0.5515591945853111
0.16737406498685897,33.968116886123,-38.0,1.171037586307028,0.5714768935913395
0.17650355944068766,33.968116886123,-39.0,0.9929543250652165,0.5909371810475772
0.18563305389451634,33.968116886123,-39.0,0.7001001939735824,0.6099581287578961
0.194762548348345,33.968116886123,-39.0,0.40027046084493434,0.627692901057767
0.20389204280217366,33.968116886123,-38.0,-0.03052785966202043,0.6433455511249152
0.21302153725600234,33.968116886123,-34.0,-1.4830353241897754,0.4290918468927011
0.22215103170983103,33.968116886123,-34.0,-1.8151729156349707,0.4410387977074083
0.23128052616365968,33.968116886123,-35.0,-2.0294270942754418,0.4495998163158067
0.24041002061748834,33.968116886123,-36.0,-2.220992312281491,0.45698300179012263
0.24953951507131703,33.968116886123,-37.0,-2.409573785198894,0.465830851593096
0.2586690095251457,33.968116886123,-38.0,-2.581843895070969,0.4746361618331455
0.26779850397897437,33.968116886123,-39.0,-2.761852209217305,0.48407651006136465
0.276927998432803,33.968116886123,-39.0,-3.040618561635716,0.491437240913873
0.28605749288663174,33.968116886123,-40.0,3.0756222308121,0.49494197097237025
0.2951869873404604,33.968116886123,-40.0,2.804926408522708,0.4950195804997767
0.30431648179428905,33.968116886123,-39.0,2.4323310244265657,0.4911623708421663
