eccentricity,omega,best_time_shift,best_phase_shift,mismatch
0.01521331346074096,14.975226961686086,28.0,1.5238699425345468,0.03260977909336593
0.016354311970296534,14.974663851733082,28.0,1.5184296307560763,0.03251821351415907
0.017495310479852103,14.974061921778366,28.0,1.5123897577491634,0.03243470222606315
0.018636308989407678,14.973441744641736,28.0,1.5058065202436537,0.03235650314987193
0.019777307498963247,14.972781972489742,28.0,1.4990440948489931,0.032286801437955814
0.020918306008518822,14.97212650744124,28.0,1.4919564743259603,0.03221677183084026
0.02205930451807439,14.971409540049683,27.0,1.5239743617744792,0.03215406332182413
0.023200303027629966,14.97063820663678,27.0,1.5180048659815135,0.03207336819149886
0.024341301537185535,14.969867137538948,27.0,1.5102040221801685,0.032014632812912724
0.02548230004674111,14.96898657239768,27.0,1.5046921196528253,0.031948151296930405
0.02662329855629668,14.968075904267744,27.0,1.4979946242290543,0.031897150864032664
0.027764297065852254,14.995486738955858,27.0,1.0343154284628007,0.031504994747335036
0.028905295575407823,14.993979362523776,26.0,1.0730871971417764,0.03146273466930338
0.0300462940849634,14.99242732103535,26.0,1.0720952252011826,0.03143071027294164
0.031187292594518967,14.990675286695117,26.0,1.0749757633508212,0.03139952375815924
0.03232829110407454,14.988967632900414,26.0,1.0769749048840023,0.03137694383333356
0.03346928961363011,14.987207499310157,26.0,1.0802745155857238,0.03134950182069629
0.03461028812318569,14.98524776168688,26.0,1.0840774151537516,0.03134847664913765
0.035751286632741255,14.983323750235593,26.0,1.0856627133221934,0.03133876004824954
0.03689228514229683,14.981118986161428,25.0,1.1278771311511744,0.03133826730817457
0.0380332836518524,14.978868422703078,25.0,1.1347384955066757,0.03132518464519918
