eccentricity,omega,best_time_shift,best_phase_shift,mismatch
0.02801715661956904,10.563105319392964,-3.0,-0.6379319595283988,0.02188339923824123
0.030118443366036717,10.561614883157068,-3.0,-0.6523687088776936,0.021562016159483943
0.0322197301125044,10.55998520528929,-3.0,-0.6660672545419734,0.0212613191484462
0.03432101685897207,10.55827109452708,-4.0,-0.6551925908183482,0.020962796685841667
0.03642230360543975,10.556465580786393,-4.0,-0.671384658262838,0.020676990183426613
0.03852359035190743,10.55451819260255,-5.0,-0.6608647969096519,0.020411394689359152
0.0406248770983751,10.552478361514686,-5.0,-0.6775062769210835,0.02014620991397209
0.042726163844842784,10.55032098109612,-5.0,-0.6950552709561675,0.01991626743712782
0.044827450591310464,10.548040245942765,-6.0,-0.6866577409580243,0.019680685996779967
0.04692873733777814,10.54562385506595,-7.0,-0.6782512481261356,0.019486823729428893
0.049030024084245824,10.543110727167724,-7.0,-0.6977892722374917,0.01929472991344916
0.0511313108307135,10.540475781749468,-8.0,-0.6914302481999738,0.019141220664352976
0.05323259757718117,10.537731530813742,-8.0,-0.7117614783254644,0.019009527834996542
0.05533388432364886,10.534884723038477,-9.0,-0.7070399839197588,0.018904298645476048
0.05743517107011653,10.53135035105764,-10.0,-0.6799800918013434,0.018831911927230105
0.059536457816584204,10.527020025746026,-10.0,-0.6558472728967657,0.018764228067280952
0.06163774456305189,10.522477809635676,-11.0,-0.5999506353995571,0.018743535651549847
0.06373903130951956,10.517667052161467,-12.0,-0.5406607346380704,0.018778110455471952
0.06584031805598724,10.555009399142724,-10.0,-2.1415896692444907,0.01676592976891278
0.06794160480245492,10.547647385078601,-11.0,-1.9959510441976613,0.0173115571254987
0.0700428915489226,10.539867341819168,-12.0,-1.8416932812535072,0.01794070632775102
