eccentricity,omega,best_time_shift,best_phase_shift,mismatch
0.06252107132602304,12.992657689605473,32.0,-0.416019646616254,0.14407339852027445
0.06721015167547477,12.986782054930307,29.0,-0.4113685575495153,0.13795673802318764
0.0718992320249265,12.980450249730696,25.0,-0.39999974897337254,0.13231746231715213
0.07658831237437823,12.973639735032714,22.0,-0.39887397797158386,0.12761445892449275
0.08127739272382994,12.966472829732872,18.0,-0.3895806443126341,0.12362294854369438
0.08596647307328167,12.958821382792019,14.0,-0.38221613845292435,0.1209577584492465
0.0906555534227334,12.950740994494604,10.0,-0.3751591105281166,0.11983599525602329
0.09534463377218513,12.893477246148485,33.0,-0.41195415093712817,0.16431438911109453
0.10003371412163686,12.879747336109178,31.0,-0.40803878344363226,0.16205150722505646
0.10472279447108859,12.865080273944683,29.0,-0.4032340409768973,0.16045402436298384
0.10941187482054032,12.845663439684937,30.0,-0.4079946864647767,0.16698234085254782
0.11410095516999205,12.868414957193583,6.0,-0.36201438517869516,0.12084022796837979
0.11879003551944378,12.833761714674953,14.0,-0.3739558163452807,0.1320055422687586
0.12347911586889551,12.815402370148007,12.0,-0.36709979535620607,0.13306403349272955
0.12816819621834724,12.797056713589571,10.0,-0.36274645350141455,0.1335885188184498
0.13285727656779894,12.77864508537485,8.0,-0.3602685749617796,0.1336928808184027
0.1375463569172507,12.760756952246009,5.0,-0.3547619999046707,0.13343680130559543
0.1422354372667024,12.743155311731744,2.0,-0.35176741820010454,0.13355268159088174
0.14692451761615416,12.723925356334654,-2.0,-0.33827202887905256,0.13513555300894542
0.15161359796560586,12.704152803008082,-5.0,-0.3340732587887876,0.1376400355714713
0.1563026783150576,12.68451863423207,-9.0,-0.32490103102769174,0.14150357326361362
