eccentricity,omega,best_time_shift,best_phase_shift,mismatch
0.03229624610069088,13.255606356195784,43.0,-2.2764560877325,0.018343908376428186
0.03471846455824269,13.254011580417774,43.0,-2.3204139516412785,0.017450890831115506
0.03714068301579451,13.252293986667526,42.0,-2.3352608448189405,0.01657183831095066
0.039562901473346325,13.250452755057578,42.0,-2.3850747278860367,0.015690740589084595
0.041985119930898145,13.248489127067419,41.0,-2.4070041066531793,0.014835449642099041
0.04440733838844996,13.246385302346443,41.0,-2.462962348756344,0.013995434674006657
0.04682955684600178,13.244178059049196,40.0,-2.4912734510862937,0.013174080832711765
0.04925177530355359,13.241835386829141,39.0,-2.5222439908419876,0.012391539113555283
0.0516739937611054,13.239362275427114,38.0,-2.5562889998045177,0.011654290184723415
0.05409621221865722,13.236758239931811,38.0,-2.6250683183764623,0.010958009854824868
0.05651843067620904,13.23404039713647,37.0,-2.666294730874947,0.010309352769000468
0.058940649133760854,13.231181434988555,36.0,-2.7089577214532143,0.009724268664086488
0.06136286759131267,13.228220463878419,35.0,-2.7557825201415094,0.009211049112810121
0.06378508604886449,13.225112849871335,34.0,-2.806564596395864,0.00878080007211346
0.06620730450641629,13.221893563135126,33.0,-2.859445060883458,0.00843962039887769
0.06862952296396813,13.218557252706688,31.0,-2.885802755370846,0.008187952728783365
0.07105174142151993,13.215101273011648,30.0,-2.945933549708348,0.00804765577478328
0.07347395987907174,13.211544729993653,29.0,-3.0123298551107482,0.008033919390657007
0.07589617833662357,13.207863379518587,27.0,-3.048995171401022,0.008167403975795962
0.07831839679417538,13.151230238099997,34.0,-1.488963713427291,0.01921369925393579
0.0807406152517272,13.1453262110759,33.0,-1.4901544213666775,0.01922820039276052
